Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,,
The basis under which Congress propagates copyright law is laid out in the U.S. Constitution which gives Congress the authority:,08 Plants,Farmer/Gardener,Congress,[farmer/gardener] propagates,propagates,Congress,Government,propagates,Crop/Plant,1973571,,
That is why your VGOC has been working night and day to insure that we not only cut off the gun control branches but start hacking at the root of the problem by making sure the angry new patriots running for office truly understand the realities of political warfare.,08 Plants,Undesirable Plant,gun control,cut off the [undesirable plant] branches,cut off,gun control,Control of Guns,branches,Plant,2378696,,
"Have you read ""Unintended Consequences"" by John Ross? the novel is primarily about the growth of gun control in America, but there is a sidestory of the Warsaw Ghetto and how just a few guns allowed people to tie up a lot of Nazi military resources.",08 Plants,Undesirable Plant,gun control,growth of [undesirable plant],growth,gun control,Control of Guns,growth,Plant,2377050,08 Plants,Undesirable Plant
"The weed of government must be constantly trimmed back, if not uprooted outright.",08 Plants,Undesirable Plant,government,weed of [undesirable plant],weed of,government,Government,weed,Plant,152683,,
It is time to whack the weeds of poverty and economic insecurity.,08 Plants,Undesirable Plant,poverty and economic insecurity,weeds of [undesirable plant],weeds of,poverty,Poverty,weeds,Plant,158813,,
We have so tamed and domesticated democracy that we can give it to Iraq.,09 Animals,Domesticated Animal,democracy,domesticated [domesticated animal],domesticated,democracy,Democracy,domesticated,Animal,1971485,,
Sad but true a fat cat democracy has taken the voice of the common man.,09 Animals,Domesticated Animal,democracy,fat cat of [domesticated animal],fat cat,democracy,Democracy,fat cat,Animal,761108,,
"In reality, these letters - 106 to rifle owners, and 108 more to residents with standard capacity magazines – are the first step in the Connecticut State Police beginning to round up guns arbitrarily made illegal last year in that state.",09 Animals,Domesticated Animal,guns,round up [domesticated animal],round up,guns,Guns,round up,Animal,2376910,,
"I am not a proponent of gun control and I think its important to think long and hard before one gives up any right that he currently has, but that doesn't mean I have to believe in a DELUSION that rounding up all the guns in America is even possible.",09 Animals,Domesticated Animal,guns,rounding up all the [domesticated animal]s,rounding up,guns,Guns,rounding up,Animal,2116922,,
"And baby, the purveyors of that distraction and division will have the blood of a butchered democracy on their greedy hands.",09 Animals,Domesticated Animal,democracy,butchered [domesticated animal],butchered,democracy,Democracy,butchered,Animal/Physical Harm,761438,,
"We can never give one simple inch on anything they demand, for it feeds the beast of gun control and wets its appetite for more.",09 Animals,Wild Animal,gun control,beast of [wild animal],beast of,gun control,Control of Guns,beast,Animal,2376917,,
"Even as democracy claws its way into the kingdoms and autocracies of the Old World, the reality for us here in Mooresville is an economic one.",09 Animals,Wild Animal,democracy,[wild animal] claws,claws,democracy,Democracy,claws,Animal,1971438,,
The posthumous Lion-prince of Monarchial dominance is infecting the houses of the restless with every scratch from its filthy claws of Democracy.,09 Animals,Wild Animal,democracy,claws of [wild animal],claws of,democracy,Democracy,claws of,Animal,155515,,
"On the other hand, the bourgeoisie, the peasants, the workers are frowned on as the natural prey of democracy, socialism, and the revolution.",09 Animals,Wild Animal,democracy,prey of [wild animal],prey of,democracy,Democracy,prey,Animal,156291,,
"This, fellow Americans, was the Roar of Democracy, the Voice of Freedom, the Will of the People and the Soul of the Country.",09 Animals,Wild Animal,democracy,roar of [wild animal],roar of,democracy,Democracy,roar,Animal,760900,,
If and when gun control roars back to life in 2007-08 — we expect that it will — the data unearthed this week in these lawmakers’ own backyards by reporter Matthew Cella should loom large.,09 Animals,Wild Animal,gun control,[wild animal] roars,roars,gun control,Control of Guns,roars,Animal,2376908,,
"...s by Jacques-Louis David (1787) Socrates. Many are familiar with the name, but do we know the man? He is considered to be the father of democracy and a pivotal character of Western civilisation, but it may equally be that he was largely an invention by Plato.",10 Human Life Cycle and Family Relations,Child,democracy,father of [child],father of,democracy,Democracy,father,Family,2673802,,
Ted Nugent is the God father of gun rights.,10 Human Life Cycle and Family Relations,Child,gun rights,father of [child],father of,gun rights,Gun Rights,God father,Family,2377273,,
Poverty is the mother of crime.,10 Human Life Cycle and Family Relations,Child,crime,mother of [child],mother of,Poverty,Poverty,mother,Family,2669217,,
"Thanks to the Corporate Cronies on the Supreme Court deciding in “Citizens United v FEC” that it is fine for Big Money to secretly spend fortunes on election ads, democracy sinks lower into its grave.",10 Human Life Cycle and Family Relations,Entity,democracy,[entity] sinks * into its grave,grave,democracy,Democracy,sinks,Abyss/Downward Movement,760729,,
"Today, Victoria's Parliament reconvenes in what is, by any measure, a dismal caricature of a decrepit and arthritic democracy.",10 Human Life Cycle and Family Relations,Entity,democracy,arthritic [entity],arthritic,democracy,Democracy,arthritic,Life Stage,NA,,
"The birth of Gun Control dates back to the control of the just freed slaves, just as the Ku Klux Klan was designed to control blacks in the south.",10 Human Life Cycle and Family Relations,Entity,Gun Control,birth of [entity],birth of,Gun Control,Control of Guns,birth,Life Stage,2377605,,
"Optimists hailed a region-wide birth of democracy, as though the Middle East and North Africa were following the path blazed in Eastern Europe during the anti-communist revolutions of 1989.",10 Human Life Cycle and Family Relations,Entity,democracy,birth of [entity],birth of,democracy,Democracy,birth,Life Stage,2507152,,
"Representative democracy was in fact born of many and different power conflicts, many of them bitterly fought in opposition to ruling groups, whether they were church hierarchies, landowners or imperial monarchies, often in the name of 'the people'.",10 Human Life Cycle and Family Relations,Entity,Representative democracy,[entity] was * born,born,Representative democracy,Democracy,born,Life Stage,2377351,,
And maybe Thiel's libertarian utopia could become a reality as democracy is buried once and for all.,10 Human Life Cycle and Family Relations,Entity,democracy,[entity] is buried,is buried,democracy,Democracy,buried,Life Stage,NA,,
The Sad Death of Gun Control,10 Human Life Cycle and Family Relations,Entity,Gun Control,death of [entity],death of,Gun Control,Control of Guns,Death,Life Stage,NA,,
"At the time, it looked like gun control was slowly dying in the upper chamber.",10 Human Life Cycle and Family Relations,Entity,gun control,[entity] was * dying,dying,gun control,Control of Guns,dying,Life Stage,NA,,
"Rather, Abe's Japan is a wealthy, mature, and greying democracy.",10 Human Life Cycle and Family Relations,Entity,democracy,greying [entity],greying,democracy,Democracy,greying,Life Stage,NA,,
"In Ethiopia, democracy is in its infancy and it must be nurtured along by its leaders.",10 Human Life Cycle and Family Relations,Entity,democracy,[entity] is in its infancy,infancy,democracy,Democracy,infancy,Life Stage,NA,,
"Alas, in the old age of democracy in which we live, equality takes precedence over liberty",10 Human Life Cycle and Family Relations,Entity,democracy,old age of [entity],old age of,democracy,Democracy,old age,Life Stage,NA,,
Jihadi wave tests Tunisia's young democracy,10 Human Life Cycle and Family Relations,Entity,democracy,young [entity],young,democracy,Democracy,young,Life Stage,NA,,
"Ah well, this election is still young.",10 Human Life Cycle and Family Relations,Entity,election,[entity] is * young,young,election,Elections,young,Life Stage,NA,,
"Thanks to the Corporate Cronies on the Supreme Court deciding in “Citizens United v FEC” that it is fine for Big Money to secretly spend fortunes on election ads, democracy sinks lower into its grave.",10 Human Life Cycle and Family Relations,Entity Age,DEATH,NA,grave,democracy,Democracy,sinks,Abyss/Downward Movement,760729,,
"Today, Victoria's Parliament reconvenes in what is, by any measure, a dismal caricature of a decrepit and arthritic democracy.",10 Human Life Cycle and Family Relations,Entity Age,AGED,NA,arthritic,democracy,Democracy,arthritic,Life Stage,NA,,
"The birth of Gun Control dates back to the control of the just freed slaves, just as the Ku Klux Klan was designed to control blacks in the south.",10 Human Life Cycle and Family Relations,Entity Age,BIRTH,NA,birth,Gun Control,Control of Guns,birth,Life Stage,2377605,,
"Optimists hailed a region-wide birth of democracy, as though the Middle East and North Africa were following the path blazed in Eastern Europe during the anti-communist revolutions of 1989.",10 Human Life Cycle and Family Relations,Entity Age,BIRTH,NA,birth,democracy,Democracy,birth,Life Stage,2507152,,
"Representative democracy was in fact born of many and different power conflicts, many of them bitterly fought in opposition to ruling groups, whether they were church hierarchies, landowners or imperial monarchies, often in the name of 'the people'.",10 Human Life Cycle and Family Relations,Entity Age,BIRTH,NA,born,Representative democracy,Democracy,born,Life Stage,2377351,,
And maybe Thiel's libertarian utopia could become a reality as democracy is buried once and for all.,10 Human Life Cycle and Family Relations,Entity Age,DEATH,NA,is buried,democracy,Democracy,buried,Life Stage,NA,,
The Sad Death of Gun Control,10 Human Life Cycle and Family Relations,Entity Age,DEATH,NA,death of,Gun Control,Control of Guns,Death,Life Stage,NA,,
"At the time, it looked like gun control was slowly dying in the upper chamber.",10 Human Life Cycle and Family Relations,Entity Age,DEATH,NA,dying,gun control,Control of Guns,dying,Life Stage,NA,,
"Rather, Abe's Japan is a wealthy, mature, and greying democracy.",10 Human Life Cycle and Family Relations,Entity Age,AGED,NA,greying,democracy,Democracy,greying,Life Stage,NA,,
"In Ethiopia, democracy is in its infancy and it must be nurtured along by its leaders.",10 Human Life Cycle and Family Relations,Entity Age,YOUNG,NA,infancy,democracy,Democracy,infancy,Life Stage,NA,,
"Alas, in the old age of democracy in which we live, equality takes precedence over liberty",10 Human Life Cycle and Family Relations,Entity Age,AGED,NA,old age of,democracy,Democracy,old age,Life Stage,NA,,
Jihadi wave tests Tunisia's young democracy,10 Human Life Cycle and Family Relations,Entity Age,YOUNG,NA,young,democracy,Democracy,young,Life Stage,NA,,
"Ah well, this election is still young.",10 Human Life Cycle and Family Relations,Entity Age,YOUNG,NA,young,election,Elections,young,Life Stage,NA,,
"...s by Jacques-Louis David (1787) Socrates. Many are familiar with the name, but do we know the man? He is considered to be the father of democracy and a pivotal character of Western civilisation, but it may equally be that he was largely an invention by Plato.",10 Human Life Cycle and Family Relations,Parent,Socrates,NA,father of,democracy,Democracy,father,Family,2673802,,
Ted Nugent is the God father of gun rights.,10 Human Life Cycle and Family Relations,Parent,Ted Nugent,[parent] is the god father of,is the god father of,gun rights,Gun Rights,God father,Family,2377273,,
Poverty is the mother of crime.,10 Human Life Cycle and Family Relations,Parent,Poverty,[parent] is the mother of,is the mother of,Poverty,Poverty,mother,Family,2669217,,
The political framework that created the most recent dark days of gun control: how do we keep guns out of the hands of criminals?,11 Darkness and Light,Entity,gun control,dark days of [entity],dark days of,gun control,Control of Guns,dark days,Darkness,2377054,,
Gun control snuffs out another innocent victim.,11 Darkness and Light,Entity,Gun control,[entity] snuffs out,snuffs out,Gun control,Control of Guns,snuffs out,Darkness,2377053,,
The 113th Congress is a beacon of hope for women like me who have been waiting for stronger representation in government for years now.,11 Darkness and Light,Entity,Congress,,beacon,Congress,Government,beacon,Light,761467,,
"Yesterday, I sat through the Senate Foreign Relations Committee and listened to Secretary of State John Kerry prattle on about how the US government is a beacon of hope and leadership.",11 Darkness and Light,Entity,government,,beacon,government,Government,beacon,Light,3120433,,
The Second Amendment is a beacon of freedom and as such the vast majority of Americans support the private ownership of firearms.,11 Darkness and Light,Entity,The Second Amendment,[entity] is a beacon,is a beacon,Second Amendment,Gun Rights,beacon,Light,2377640,,
New York State's latest gun control brilliance has restricted active police officers and retired police officers to a maximum of seven (7) rounds in their pistols and rifles.,11 Darkness and Light,Entity,gun control,[entity] brilliance,brilliance,gun control,Control of Guns,brilliance,Light,2377661,,
Obama's election illuminates BOTH how far we have come and how much farther we need to go on race relations.,11 Darkness and Light,Entity,election,,illuminates,election,Elections,illuminates,Light,761964,,
The Second amendment illuminates one of the most basic rights inherent in being a free human being.,11 Darkness and Light,Entity,Second amendment,,illuminates,Second amendment,Gun Rights,illuminates,Light,2377645,,
"Infinite Wealth illuminates our environment, allowing us to clearly see the big picture and how the individual pieces of today's activity fit into a coherent new worldview, thus making sense of today's chaos.",11 Darkness and Light,Entity,Wealth,,illuminates,Wealth,Wealth,illuminates,Light,2378274,,
The political framework that created the most recent dark days of gun control: how do we keep guns out of the hands of criminals?,11 Darkness and Light,Light Level,LOW,NA,dark days,gun control,Control of Guns,dark days,Darkness,2377054,,
Gun control snuffs out another innocent victim.,11 Darkness and Light,Light Level,NONE,NA,snuffs out,Gun control,Control of Guns,snuffs out,Darkness,2377053,,
New York State's latest gun control brilliance has restricted active police officers and retired police officers to a maximum of seven (7) rounds in their pistols and rifles.,11 Darkness and Light,Light Level,HIGH,NA,brilliance,gun control,Control of Guns,brilliance,Light,2377661,,
The political framework that created the most recent dark days of gun control: how do we keep guns out of the hands of criminals?,11 Darkness and Light,Relationship,EXISTENTIAL,NA,dark days,gun control,Control of Guns,dark days,Darkness,2377054,,
Gun control snuffs out another innocent victim.,11 Darkness and Light,Relationship,CREATIONAL,NA,snuffs out,Gun control,Control of Guns,snuffs out,Darkness,2377053,,
The Second Amendment is a beacon of freedom and as such the vast majority of Americans support the private ownership of firearms.,11 Darkness and Light,Relationship,CREATIONAL,NA,beacon,Second Amendment,Gun Rights,beacon,Light,2377640,,
The Second amendment illuminates one of the most basic rights inherent in being a free human being.,11 Darkness and Light,Relationship,CREATIONAL,NA,illuminates,Second amendment,Gun Rights,illuminates,Light,2377645,,
Compare that to the U.S. where both jobs and disposable income are declining.,12 High and Low,Agent,disposable income,[agent] are declining,declining,disposable income,Wealth,declining,Downward Movement,2659115,,
My take on the fall of gun control this week.,12 High and Low,Agent,gun control,fall of [agent],fall of,gun control,Control of Guns,fall,Downward Movement,2377139,,
"Among the more startling facts presented in the report: while median income for America’s middle class fell five percent from $72,956 to $69,487 in the years 2000-2011, median wealth plummeted by 28 percent, ""erasing two decades of gains.""",12 High and Low,Agent,median wealth,[agent] plummeted,plummeted,wealth,Wealth,plummeted,Downward Movement,158696,,
"This is purposeful and dangerous reportage, misleading at best and designed to make the unthinking demand gun control escalation.",12 High and Low,Agent,gun control,[agent] escalation,escalation,gun control,Control of Guns,escalation,Upward Movement,2378728,,
"When horrible killings take place, gun control rockets up on the public agenda, Spitzer said.",12 High and Low,Agent,gun control,[agent] rockets,rockets up,gun control,Control of Guns,rockets,Upward Movement,2621517,,
"As Jesus and Elijah gave the widows their sons, today, as a society we must ask who in society should be given a safety net, so they will not fall into the abyss of poverty.",12 High and Low,Destination,poverty,NA,fall into,poverty,Poverty,abyss,Abyss,158443,,
"""We must also care for the wounded -- the existing poor -- while we work to solve the root causes so another generation does not fall into the bottomless pit of poverty that we have allowed to exist for to long,"" said Wayne Leonard, Entergy's chief executive officer.",12 High and Low,Destination,poverty,NA,fall into,poverty,Poverty,bottomless pit,Abyss,162976,,
"Many Americans are falling deeper into depths of poverty The economy may be expanding, but the percentage of Americans earning less than half the U.S. Census threshold for poverty is at a 32-year high, and even those just above the threshold are in danger of slipping.",12 High and Low,Destination,poverty,NA,falling,poverty,Poverty,depths,Low Location,159544,,
Future Health Care In America: The Abyss Of Gun Rights BY Herschel Smith,12 High and Low,Level,LOW,NA,Abyss,Gun Rights,Gun Rights,Abyss,Abyss,2376896,,
"He lowers his hand but lifts his chin in self-righteous indignation, clearly trying to make me feel like an inferior low-life who is being dragged into the abyss of guns, drugs, and alcohol.",12 High and Low,Level,LOW,NA,abyss,guns,Guns,abyss,Abyss,3123872,,
"As Jesus and Elijah gave the widows their sons, today, as a society we must ask who in society should be given a safety net, so they will not fall into the abyss of poverty.",12 High and Low,Level,LOW,NA,abyss,poverty,Poverty,abyss,Abyss,158443,,
"Indeed, the President of Indonesia remarked at that time: ""The primary task of development is to uplift the common people from the abyss of poverty and the principal solution for raising the weak from poverty and destitution is through cooperatives.""",12 High and Low,Level,LOW,NA,abyss,poverty,Poverty,abyss,Abyss,171290,,
"Poverty and food security are heterogeneous phenomena in most countries; types and <<depth>> of [[poverty]], measured in different ways, vary between and within countries and regions.",12 High and Low,Level,LOW,NA,depth,poverty,Poverty,depth,Abyss,133455,,
"Obviously slavery is wrong, which is why we need to seriously reconsider our current depth of taxation.",12 High and Low,Level,LOW,NA,depth,taxation,Taxation,depth,Abyss,2377499,,
This rate is an individual's tax floor.,12 High and Low,Level,LOW,NA,floor,tax,Taxation,floor,Building,1973748,,
"There's a mountain of ""the bottom line of money,"" a mountain of competition, a mountain of capitalism and another of socialism, there's a mountain of democracy and another of dictatorship, a mountain for every world religion: Islam, Buddhism, Christianity, Judaism, and more; and mountains for every racial and cultural group: African, Japanese, Brazilian.",12 High and Low,Level,HIGH,NA,mountain,democracy,Democracy,mountain,Hazardous Geographic Feature,1966750,,
"That is a mountain of guns, and it's growing.",12 High and Low,Level,HIGH,NA,mountain,guns,Guns,mountain,Hazardous Geographic Feature,3123993,,
"The E100 is not quite the shiny, strokable wonder that was the Clix, but it does have a pared-back, elegant design that gives Apple a run for its (mountain of) money.",12 High and Low,Level,HIGH,NA,mountain,money,Wealth,mountain,Hazardous Geographic Feature,2633007,,
Create gobs and mountains of money immediately when you know exactly how!,12 High and Low,Level,HIGH,NA,mountains,money,Wealth,mountains,Hazardous Geographic Feature,122239,,
Mountains of Money,12 High and Low,Level,HIGH,NA,mountains,Money,Wealth,Mountains,Hazardous Geographic Feature,2646299,,
"It envisions a Supreme Court standing (or rather enthroned) at the apex of government, empowered to decide all constitutional questions, always and everywhere `primary' in its role.""",12 High and Low,Level,HIGH,NA,apex,government,Government,apex,High Location,153104,,
Hastily-passed omnibus appropriations bills are perhaps the apex of expeditious lawmaking.,12 High and Low,Level,HIGH,NA,apex,lawmaking,Government,apex,High Location,1970994,,
"When approaching the legislature for funding, we are more likely to receive aid if we are at the peak of taxation.",12 High and Low,Level,HIGH,NA,peak,taxation,Taxation,peak,High Location,158544,,
Why do people think Texas is the pinnacle of gun rights?,12 High and Low,Level,HIGH,NA,pinnacle,gun rights,Gun Rights,pinnacle,High Location,2377551,,
"The question of voting for the ""lesser of two evils"" was addressed, as well as the myth of elections being the zenith of democracy.",12 High and Low,Level,HIGH,NA,zenith,democracy,Democracy,zenith,High Location,156107,,
"Many Americans are falling deeper into depths of poverty The economy may be expanding, but the percentage of Americans earning less than half the U.S. Census threshold for poverty is at a 32-year high, and even those just above the threshold are in danger of slipping.",12 High and Low,Level,LOW,NA,depths,poverty,Poverty,depths,Low Location,159544,,
Compare that to the U.S. where both jobs and disposable income are declining.,12 High and Low,Movement,DOWNWARD,NA,declining,disposable income,Wealth,declining,Downward Movement,2659115,,
My take on the fall of gun control this week.,12 High and Low,Movement,DOWNWARD,NA,fall,gun control,Control of Guns,fall,Downward Movement,2377139,,
"Among the more startling facts presented in the report: while median income for America’s middle class fell five percent from $72,956 to $69,487 in the years 2000-2011, median wealth plummeted by 28 percent, ""erasing two decades of gains.""",12 High and Low,Movement,DOWNWARD,NA,plummeted,wealth,Wealth,plummeted,Downward Movement,158696,,
"This is purposeful and dangerous reportage, misleading at best and designed to make the unthinking demand gun control escalation.",12 High and Low,Movement,UPWARD,NA,escalation,gun control,Control of Guns,escalation,Upward Movement,2378728,,
A December 1993 Time/CNN poll concludes over all that the American people favor an increase of gun control.,12 High and Low,Movement,UPWARD,NA,increase,gun control,Control of Guns,increase,Upward Movement,2378723,,
"When horrible killings take place, gun control rockets up on the public agenda, Spitzer said.",12 High and Low,Movement,UPWARD,NA,rockets up,gun control,Control of Guns,rockets,Upward Movement,2621517,,
"The story went on to be a classic tale of a customer having a problem, contacting a giant organization, and feeling like their call for help echoed into the unknown abyss of bureaucracy.",12 High and Low,Scale,bureaucracy,,abyss,bureaucracy,Bureaucracy,abyss,Abyss,152575,,
"With the passage of the 17th Amendment, America moved closer to the abyss of democracy and away from the protections which were designed into our system by our Founding Fathers.",12 High and Low,Scale,Democracy,,abyss,democracy,Democracy,abyss,Abyss,156145,,
TC thinks EP voters can be duped into believing that she is shining her holy light into the abyss of government in this 'burg because she is their knight in shining armor.,12 High and Low,Scale,government,,abyss,government,Government,abyss,Abyss,153354,,
Future Health Care In America: The Abyss Of Gun Rights BY Herschel Smith,12 High and Low,Scale,Gun Rights,,Abyss,Gun Rights,Gun Rights,Abyss,Abyss,2376896,,
"He lowers his hand but lifts his chin in self-righteous indignation, clearly trying to make me feel like an inferior low-life who is being dragged into the abyss of guns, drugs, and alcohol.",12 High and Low,Scale,guns,,abyss,guns,Guns,abyss,Abyss,3123872,,
"As Jesus and Elijah gave the widows their sons, today, as a society we must ask who in society should be given a safety net, so they will not fall into the abyss of poverty.",12 High and Low,Scale,poverty,,abyss,poverty,Poverty,abyss,Abyss,158443,,
In the process they burn their fingers and even fall deeper down the abyss of poverty.,12 High and Low,Scale,poverty,,abyss,poverty,Poverty,abyss,Abyss,158567,,
"Poverty and food security are heterogeneous phenomena in most countries; types and depth of poverty, measured in different ways, vary between and within countries and regions.",12 High and Low,Scale,poverty,,depth,poverty,Poverty,depth,Abyss,133455,,
"Defining a poverty line is necessary if we are going to analyze not only the incidence of poverty, but also the depth of poverty (how poor are the poor?) and the duration of poverty (how long are the poor, poor?)",12 High and Low,Scale,poverty,,depth,poverty,Poverty,depth,Abyss,533418,,
"Obviously slavery is wrong, which is why we need to seriously reconsider our current depth of taxation.",12 High and Low,Scale,taxation,,depth,taxation,Taxation,depth,Abyss,2377499,,
This rate is an individual's tax floor.,12 High and Low,Scale,tax,,floor,tax,Taxation,floor,Building,1973748,,
They come here illegally because it's easier to swim the Rio Grande than it is to climb the mountain of bureaucracy.,12 High and Low,Scale,bureaucracy,,mountain,bureaucracy,Bureaucracy,mountain,Hazardous Geographic Feature,2007454,,
"There's a mountain of ""the bottom line of money,"" a mountain of competition, a mountain of capitalism and another of socialism, there's a mountain of democracy and another of dictatorship, a mountain for every world religion: Islam, Buddhism, Christianity, Judaism, and more; and mountains for every racial and cultural group: African, Japanese, Brazilian.",12 High and Low,Scale,democracy,,mountain,democracy,Democracy,mountain,Hazardous Geographic Feature,1966750,,
"Politico's Ben Smith has looked over the mountain of the 2012 election to see what's down the path, and he sees same sex marriage as a potentially huge issue in the race for the Democratic nomination.",12 High and Low,Scale,election,,mountain,election,Elections,mountain,Hazardous Geographic Feature,761946,,
"Oh, yea, and don't forgetâ€_ a mountain of ammo to go with them.",12 High and Low,Scale,ammo,,mountain,ammo,Guns,mountain,Hazardous Geographic Feature,3726146,,
"That is a mountain of guns, and it's growing.",12 High and Low,Scale,guns,,mountain,guns,Guns,mountain,Hazardous Geographic Feature,3123993,,
This would remove a mountain of taxation from the shoulders of labor.,12 High and Low,Scale,taxation,,mountain,taxation,Taxation,mountain,Hazardous Geographic Feature,2937297,,
"The E100 is not quite the shiny, strokable wonder that was the Clix, but it does have a pared-back, elegant design that gives Apple a run for its (mountain of) money.",12 High and Low,Scale,money,,mountain,money,Wealth,mountain,Hazardous Geographic Feature,2633007,,
"$225,000 would certainly be a mountain of money to us!",12 High and Low,Scale,money,,mountain,money,Wealth,mountain,Hazardous Geographic Feature,2858558,,
"NO!!  Much as I like the idea of making a mountain of money writing a ballooning site, I will never make this into a commercial venture.",12 High and Low,Scale,money,,mountain,money,Wealth,mountain,Hazardous Geographic Feature,3111220,,
"Liberal_in_LA (31,971 posts) Romney's mountain of wealth could cast loud echo, he's a .006 percenter Romney's mountain of wealth could cast loud echo",12 High and Low,Scale,wealth,,mountain,wealth,Wealth,mountain,Hazardous Geographic Feature,762870,,
Well constrast this to our current government run system where crimnal proceedings take many years and mountains of money.,12 High and Low,Scale,money,,mountains,money,Wealth,mountains,Hazardous Geographic Feature,53244,,
"Listen puppies, Your Mama don't begrudge Mister Perry his screaming success and we allow that people with fat bank accounts are free to live any which way their mountains of money will buy.",12 High and Low,Scale,money,,mountains,money,Wealth,mountains,Hazardous Geographic Feature,126239,,
"Nobody ever gets elected to any political office whatsoever unless he or she is hand-picked by a bunch of Jews and subscribes wholeheartedly to a complex agenda that preserves and protects the State of Israel at all costs, keeps Jews in complete control of all media and entertainment, turns the suffering of six billion slaves into mountains of money for Nazi conglomerates and keeps ordinary consumers brainwashed out of their poor, stupid minds.",12 High and Low,Scale,money,,mountains,money,Wealth,mountains,Hazardous Geographic Feature,134643,,
Mountains of Money,12 High and Low,Scale,money,,mountains,Money,Wealth,Mountains,Hazardous Geographic Feature,2646299,,
The Turk and Mongol invaders found and easily robbed the mountains of wealth heaped in Hindu temples and it is little wonder that they had so little difficulty in conquering a spiritual country that had lost its material strength.,12 High and Low,Scale,wealth,,mountains,wealth,Wealth,mountains,Hazardous Geographic Feature,3041549,,
"It envisions a Supreme Court standing (or rather enthroned) at the apex of government, empowered to decide all constitutional questions, always and everywhere `primary' in its role.""",12 High and Low,Scale,government,,apex,government,Government,apex,High Location,153104,,
"Garland, TX: Do you think that Liberal Democracy is the apex of the world's governments?",12 High and Low,Scale,governments,,apex,governments,Government,apex,High Location,156188,,
Hastily-passed omnibus appropriations bills are perhaps the apex of expeditious lawmaking.,12 High and Low,Scale,lawmaking,,apex,lawmaking,Government,apex,High Location,1970994,,
"When approaching the legislature for funding, we are more likely to receive aid if we are at the peak of taxation.",12 High and Low,Scale,taxation,peak of [location],peak,taxation,Taxation,peak,High Location,158544,,
Why do people think Texas is the pinnacle of gun rights?,12 High and Low,Scale,gun rights,pinnacle of [location],pinnacle,gun rights,Gun Rights,pinnacle,High Location,2377551,,
"The question of voting for the ""lesser of two evils"" was addressed, as well as the myth of elections being the zenith of democracy.",12 High and Low,Scale,democracy,,zenith,democracy,Democracy,zenith,High Location/Light,156107,,
"Many Americans are falling deeper into depths of poverty The economy may be expanding, but the percentage of Americans earning less than half the U.S. Census threshold for poverty is at a 32-year high, and even those just above the threshold are in danger of slipping.",12 High and Low,Scale,poverty,depths of [location],depths,poverty,Poverty,depths,Low Location,159544,,
To now attach the law to the running of the government and use it as a bargaining chip would set a dangerous precedent that takes us out of the realm of democracy and into the realm of anarchy.,12 High and Low,Scale,democracy,,realm,democracy,Democracy,realm,Physical Location,156060,,
"Photographed with a special rotating camera that registers a 360-degree view in one continuous take - the five-second-long-revolution to which the title of these works refers - they depict interior views of private lofts, once bohemian quarters of artists, now spacious and stylish realms of urban affluence and decorative ambition.",12 High and Low,Scale,affluence,,realms,affluence,Wealth,realms,Physical Location,2669410,,
"When horrible killings take place, gun control rockets up on the public agenda, Spitzer said.",12 High and Low,Scale,public agenda,rockets up on the [scale],rockets up on the,gun control,Control of Guns,rockets,Upward Movement,2621517,,
"Democracy is an ocean, and your vote is a teaspoon in that body of water.",13 Nature: Body of Water,Body of Water,democracy,[body of water] is an ocean,is an ocean,Democracy,Democracy,ocean,Body of Water,163510,,
"When the United States arrives at the ""new level"" of democratic nationhood, the stream drains into a vast democratic ocean in which individual atoms may be vibrating, but no movement, let alone direction, is discernable.",13 Nature: Body of Water,Body of Water,democratic,[body of water] ocean,ocean,democratic,Democracy,ocean,Body of Water,1973506,,
A long standing big fish in the anti-gun pond -- and almost always a very outspoken one.,13 Nature: Body of Water,Body of Water,anti-gun,[body of water] pond,pond,anti-gun,Control of Guns,pond,Body of Water,2376962,,
"That is, until some racist nimrod spits into the great pool of democracy and spoils our good time.",13 Nature: Body of Water,Body of Water,democracy,pool of [body of water],pool,democracy,Democracy,pool,Body of Water,155963,,
"Assuming the $967 billion and $80 billion are two separate pools of wealth, then the proposed fiscal 2014 budget for Health and Human Services is more than $1 trillion.",13 Nature: Body of Water,Body of Water,wealth,pools of [body of water],pools,wealth,Wealth,pool,Body of Water,2009730,,
They are the ditch carp in the great river of democracy.,13 Nature: Body of Water,Body of Water,democracy,river of [body of water],river of,democracy,Democracy,river,Body of Water,155386,,
"So as he flounders in the sea of gun control, and watches over a security apparatus that ought to have prevented the Bostom Bombings, he might look upon Syria as a chance to change hats to Horatio Hornblower.",13 Nature: Body of Water,Body of Water,gun control,sea of [body of water],sea of,gun control,Control of Guns,sea,Body of Water,2376961,,
"And together, one vote at a time, a mighty river, a swelling ocean we call democracy floods across this nation as 120 million votes are cast for President.",13 Nature: Body of Water,Body of Water,democracy,[body of water] floods,floods,democracy,Democracy,floods,Body of Water/Natural Physical Force,760926,,
Let's get some momentum behind the pro-gun control tide of public sentiment.,13 Nature: Body of Water,Flowing,pro-gun control,[flowing] tide,tide,gun control,Control of Guns,tide,Body of Water,2620273,,
